loca_key_foo;Value is Bar
a10_museum_first_01;The museum is closed to the public today. And only invited guests will be allowed to attend the gala tonight. I think that's when the Raven will strike — assuming I'm right and in that he's still roaming free.
a10_museum_treasury_01;The Eye of the Sphinx is housed in a bulletproof display case. Everything is electronically alarmed. The museum's security system is state of the art, no question.
a10_museum_telephone_01;The telephone lines are dead. We can't call for help.
index_note_director_01;The Museum Director
a10_director_museum_first_01;Director Mokhtar seems to believe that Legrand caught Doctor Gebhardt. Someone tipped off the newspapers and mixed up some of the key details.
a10_director_after_legrand_01;Dr. Mokhtar no doubt felt he had better things to do than give a lowly flatfoot like myself a tour of his museum. I think he prefers the movers and shakers. Important, rich and famous people — that's more his thing.
a10_director_after_explosion_01;I think Dr. Mokhtar is in a state of shock. And no wonder: his museum's treasure chamber was just blown to smithereens, after all. I'll give him a chance to collect himself.
a11_director_talk_basement_01;Dr. Mokhtar maintains that he knows nothing about basements and secret passages. That may very well be true, but someone should still check how long he's been here. If he was working here twenty years ago, during the war, then his claims are suspect. 
index_note_escape_raven_01;The Raven's escape route
a10_escape_raven_after_explosion_01;There was an explosion! The security system locked down both the museum and the treasure chamber right away. I don't know what happened there, but I fear my foe is going to work with a chainsaw rather than a scalpel this time. \n We're trapped in the museum. And so is the Raven, unless he has another way out — which I suspect he does. I have to follow him!
a11_escape_raven_treasury_01;Parts of the treasure chamber have been destroyed. There's less damage than I feared, but some of the artworks are lost forever. The Raven didn't have a way out of the treasure chamber, so he made one. There's a gaping hole where the Eye of the Sphinx and its display case once stood.
a11_escape_raven_secretdoor_01;There's a secret basement below the treasure chamber. From there, a hidden door leads to the main hall. The basement has been here since the museum was built. The secret door may have been added later, during WWII. That would explain the cursing statue that Matt heard. Someone was here in the basement, probably preparing the explosives, while I was talking to Lady Westmacott.
a11_escape_raven_secretdoor_02;There's another secret door in the basement. The Raven must have used it! Unfortunately, it's locked. There are rotating disks with various animal symbols. There's also something written in Arabic:
a11_escape_raven_after_explosion_04;According to Dr. Mokhtar, it says: “The Sons of Horus”. Each of the four sons has a symbol: man, baboon, jackal and falcon. They decorate burial vessels — the famous canopic jars. 
index_note_start_2_01;A Few Notes
a12_start_2_inch_01;It took a while, but Inch finally hired me. I'm supposed to do the dirty work for him. So be it. I'll be near him, and that's what matters. Sooner or later he'll go for the big score!
a12_start_2_eyes_01;The Eyes of the Sphinx! Not a bad choice. They're two of the most valuable jewels in the world and definitely worthy of the Raven. I'm supposed to steal the first jewel from the British Museum. Inch has ensured that the alarms in part of the museum will be shut off. He has exceptional contacts.
a12_start_2_plan_01;The plan was for me to swap the Eye of the Sphinx with a dummy without anyone noticing. “Unfortunately”, a guard and a bobby stumbled upon me before I had a chance to plant the fake. Everything was going according to plan... If you ignore the fact that Inch set off a bomb to eliminate the pair. I could have escaped just fine on my own, without the spectacle and without risking anyone's life.
index_note_inch_01;Inch
a12_inch_start_01;Getting close to Inch was no picnic. He has a lot of helpers but he keeps himself in the background. That's what makes it so difficult to catch him—he never gets his own hands dirty. He lets others do the work. People like me. \n It's my luck that he needs someone to replace his injured arm. Otherwise, I'd never have gotten so close to him.
a12_inch_talk_station_01;Inch still doesn't really trust me. Doesn't matter. I'm right where I want to be. And as long as Inch takes me for an enthusiastic but not all that bright wannabe thief, everything will be fine.
a14_inch_bomb_01;A bomb! He set off a damned bomb to get rid of Legrand and the others. I didn't think he had it in him. He's more unscrupulous than I thought possible. One more reason to take him out as soon as possible. \n Should I just give the police a tip and put an end to things that way? I would if I thought they could really help. But Inch has to be caught red-handed or else he'll just slip away unscathed.
a17_inch_talk_cell_01;I have a very bad feeling about this. It seems like Inch knows more than he should. Has he found out about me? Or about Alex? Our plan? \n Alex wouldn't like it, but I can't help worrying about her.
a19_inch_start_01;Alex wouldn't like it, but I can't help worrying about her.
index_note_inchs_plan_01;Inch's Plan
a12_inchs_plan_talk_station_01;We wanted to steal the first Eye in London without anyone noticing. Only after the second Eye was stolen in Cairo would anyone take a closer look at the first one and notice that it was a fake. I never actually planned on leaving the fake behind — but then, Inch didn't follow his own plan either. He certainly never mentioned a bomb in a wastebasket. \n And now this business with the letter — I've no idea what that's about. What part of the plan will he change next? 
a14_inchs_plan_talk_pier_01;Inch still hasn't let me in on his plans — and it seems like he's not going to either. I expected as much, but I still don't like it.
a19_inchs_plan_start_01;Murdering Doctor Gebhardt is unforgivable, no matter what he's guilty of. All the same, I have to hand it to Inch: he wrote the confession and then notified the press. The message that the real Raven had been caught must have made waves all the way to Paris. Legrand will be busy all day with his government, the Egyptian authorities and the press. And so Inch thinks he's taken his most dangerous opponent out of the equation.
a20_inchs_plan_left_ravennest_01;Inch's plan just might work. I'll steal the Eye and the gate to the treasure chamber will keep the guards at bay until I get back to the roof. Everyone will think that I fled using the fire ladder, when really I'll use the secret door to reenter the museum and wait there until things calm down. \n But none of that really matters. Inch has other plans. And so do we!
index_note_my_part_01;My Role
a13_my_part_talk_doctor_01;A successful thief is one who can blend into a crowd, someone you don't notice. In that sense, I'm not predestined to be a thief: I stand out, at least in these parts. It's only people's prejudices that protect me. They'd expect me to snatch a purse but no one would take me for a master thief.
a17_my_part_first_01;The poor, naïve Arabian day laborer: one of my most successful characters. I'm Spanish and I don't actually speak Arabic, but no one's caught on yet. People just look right through you if you don't belong to their class or their race. Rather than an individual, you're taken for part of a group, a crowd — and it's easy to get lost in a crowd.
index_note_alex_01;Alex
a15_alex_end15_01;“She's the best thing that ever happened to me.” I never understood that expression until Alex happened. It's a... strange feeling. You suddenly have the feeling that someone else is just as important, or more important, than your own life. Suddenly, you're not thinking, “what do I want,” but rather, “what does she want”. Or better yet, “what do we want”. \n We met in the south of France. The rich daughter from a good family and the Arab waiter from her hotel. Neither of us were what we appeared to be, and we both noticed it soon enough. Birds of a feather. \n “Patricia Mayers” was the role she was playing then too. I think she likes Patricia. Alex is very smart, and Patricia Mayers is a vacation from that intelligence.
index_note_adil_01;Adil
a16_adil_start_01;What I like about him isn't his good looks. And not that he's a skilled thief, that he's clever or that he loves me. It's his character. He has many reasons to be cynical or bitter, but he's not. He enjoys life. He sees the positive in all people and every situation. He's humble and can find joy in small things. \n I never thought about children until I met him. He'd be a fantastic father. He'd teach our children to have a positive outlook on life. Not to let circumstances grind them down. He'd give them everything they need to live satisfying lives.
index_note_plan_01;The Plan
a16_plan_talk_about_01;Our plan is simple: in London I'll swap the stolen Eye of the Sphinx for a fake. Inch might take a quick look at the stone but he won't have a chance to check it thoroughly and hopefully won't notice anything amiss. We'll grab the second gem in Cairo. Inch will think that he's got everything under control... By the time he catches on, we'll be long gone. 
a16_plan_corps_seen_01;That's not part of the plan! Not at all. Who shot the baroness? Inch? But why? This is not good. Not good at all.
a16_plan_arab_arrested_01;Adil's been caught. A dangerous situation. If they don't find the murderer, they might try to blame it on him. And even if they don't, it could be days before he's released!
a19_plan_start_01;The murder of Baroness von Trebitz was an unwelcome distraction. But I have the feeling that the plan is back on track. Inch thinks he's in control. His end is drawing near.
a20_plan_left_ravensnest_01;Nothing will happen to her. Nothing can be allowed to happen to her! I hate that I can't be with her. She can take care of herself, I know. But Alex, alone with that nut? I can't let myself think about it. I have to concentrate on my job. 
index_note_mayers_01;Patricia Mayers
a16_mayers_talk_arab_plan_01;Patricia Mayers is one of my favorite characters. A pretty daughter from a good family... No one expects — or suspects — anything of her. There's only one problem... People who think Patricia is dumb, even though they don't know her, sometimes annoy me so much that I can't help myself. A dumb spoiled blonde who's always ready with a clever retort — not the best cover. I need to work on that.
a16_mayers_talk_fiddler_01;It's incredible. Patricia really draws people out in conversations. I don't know why. Maybe because they see her as harmless... Maybe they want to shock her. But it happens time and again: people pour their hearts out to me when I play Patricia. Doesn't happen nearly as often when I'm Alex. Then people treat me with more... respect? Caution? 
index_note_doctor_baroness_01;The Doctor and the Baroness
a17_doctor_baroness_dialog_butler_01;Doctor Gebhardt murdered Baroness von Trebitz? What did they have to do with one another? The doctor was anything but likeable — just like the baroness, really... But unless they met at Unlikeables Anonymous, I don't know where they could possibly know each other from. 
a18_doctor_baroness_story_01;A terrible story. A man whose love is not returned and so he throws all morals aside to take revenge. The baroness must have been away at university at the time. That's all that saved her from being murdered with the rest of her family. She seems to have known Gebhardt from photos... The friend of the family, their savior, who had an eye for the baroness' younger sister. She saw him boarding the ship in Venice. Maybe she wasn't certain if it really was him, or maybe she wanted some proof. She searched for a photo, found it, and then wanted to expose the doctor during the reception in the saloon. Unfortunately, the doctor recognized her as well and realized immediately that she could destroy the new life he'd built for himself after the war.
a18_doctor_baroness_doctor_dead_01;Sooner or later, people will find out that Doctor Gebhardt couldn't have been the Raven. He'll turn out to have an alibi for one or another of the thefts. But it could be days or even weeks until that happens. The thefts took place in many different countries stretching back fifteen years. \n Maybe they'll find his body, but I doubt it. Doctor Gebhardt — and whoever he was before that — is dead.
text_quest_default;Qui est le Corbeau ?
text_quest_default_content;Look for clues and unveil the identity of The Raven.




























